Név,Dátum,Nyitó ár,Maximum ár,Minimum ár,Utolsó ár
BUX,1993.11.17.,,,,1234.33
BUX,1993.11.18.,,,,1260.28
BUX,1993.11.19.,,,,1267.47
BUX,1993.11.22.,,,,1263.22
BUX,1993.11.23.,,,,1257.25
BUX,1993.11.24.,,,,1252.16
BUX,1993.11.25.,,,,1247.1
BUX,1993.11.26.,,,,1226.69
BUX,1993.11.29.,,,,1224.62
BUX,1993.11.30.,,,,1220.17
BUX,1993.12.01.,,,,1212.52
BUX,1993.12.02.,,,,1198.93
BUX,1993.12.03.,,,,1192.45
BUX,1993.12.06.,,,,1194.62
BUX,1993.12.07.,,,,1193.05
BUX,1993.12.08.,,,,1196.43
BUX,1993.12.09.,,,,1193.15
BUX,1993.12.10.,,,,1203.52
BUX,1993.12.13.,,,,1210.25
BUX,1993.12.14.,,,,1213.86
BUX,1993.12.15.,,,,1209.01
BUX,1993.12.16.,,,,1193.58
BUX,1993.12.17.,,,,1192.83
BUX,1993.12.20.,,,,1193.69
BUX,1993.12.21.,,,,1192.36
BUX,1993.12.22.,,,,1197.53
BUX,1993.12.23.,,,,1219.54
BUX,1993.12.27.,,,,1247.51
BUX,1993.12.28.,,,,1284.88
BUX,1993.12.29.,,,,1307.12
BUX,1993.12.30.,,,,1295.54
BUX,1993.12.31.,,,,1264.15
BUX,1994.01.06.,,,,1265.21
BUX,1994.01.07.,,,,1285.53
BUX,1994.01.10.,,,,1306.44
BUX,1994.01.11.,,,,1325.32
BUX,1994.01.12.,,,,1344.64
BUX,1994.01.13.,,,,1383.44
BUX,1994.01.14.,,,,1426.56
BUX,1994.01.17.,,,,1443.44
BUX,1994.01.18.,,,,1462.6
BUX,1994.01.19.,,,,1491.9
BUX,1994.01.20.,,,,1545.78
BUX,1994.01.21.,,,,1602.55
BUX,1994.01.24.,,,,1632.17
BUX,1994.01.25.,,,,1625.16
BUX,1994.01.26.,,,,1669.15
BUX,1994.01.27.,,,,1770.66
BUX,1994.01.28.,,,,1868.66
BUX,1994.01.31.,,,,2004.73
BUX,1994.02.01.,,,,2145.94
BUX,1994.02.02.,,,,2255.32
BUX,1994.02.03.,,,,2100.01
BUX,1994.02.04.,,,,1995.77
BUX,1994.02.07.,,,,1878.82
BUX,1994.02.08.,,,,1934.24
BUX,1994.02.09.,,,,1973.46
BUX,1994.02.10.,,,,1895.61
BUX,1994.02.11.,,,,1905.52
BUX,1994.02.14.,,,,1947.59
BUX,1994.02.15.,,,,1980.39
BUX,1994.02.16.,,,,2016.3
BUX,1994.02.17.,,,,2017.77
BUX,1994.02.18.,,,,1944.15
BUX,1994.02.21.,,,,1944.37
BUX,1994.02.22.,,,,1931.25
BUX,1994.02.23.,,,,1888.94
BUX,1994.02.24.,,,,1856.67
BUX,1994.02.25.,,,,1838.36
BUX,1994.02.28.,,,,1840.38
BUX,1994.03.01.,,,,1856.03
BUX,1994.03.02.,,,,1849.45
BUX,1994.03.03.,,,,1854.01
BUX,1994.03.04.,,,,1845.66
BUX,1994.03.07.,,,,1853.81
BUX,1994.03.08.,,,,1853.74
BUX,1994.03.09.,,,,1845.36
BUX,1994.03.10.,,,,1858.57
BUX,1994.03.11.,,,,1898.79
BUX,1994.03.16.,,,,1932.89
BUX,1994.03.17.,,,,1926.39
BUX,1994.03.18.,,,,1917.91
BUX,1994.03.21.,,,,1911.51
BUX,1994.03.22.,,,,1891.21
BUX,1994.03.23.,,,,1875.72
BUX,1994.03.24.,,,,1880.67
BUX,1994.03.25.,,,,1884.35
BUX,1994.03.28.,,,,1873.64
BUX,1994.03.29.,,,,1871.26
BUX,1994.03.30.,,,,1865.2
BUX,1994.03.31.,,,,1843.03
BUX,1994.04.01.,,,,1814.66
BUX,1994.04.05.,,,,1752.01
BUX,1994.04.06.,,,,1771.77
BUX,1994.04.07.,,,,1789.9
BUX,1994.04.08.,,,,1783.69
BUX,1994.04.11.,,,,1778.54
BUX,1994.04.12.,,,,1760.34
BUX,1994.04.13.,,,,1729.42
BUX,1994.04.14.,,,,1720.97
BUX,1994.04.15.,,,,1741.39
BUX,1994.04.18.,,,,1745.8
BUX,1994.04.19.,,,,1691.88
BUX,1994.04.20.,,,,1679.27
BUX,1994.04.21.,,,,1666.01
BUX,1994.04.22.,,,,1665.41
BUX,1994.04.25.,,,,1661.93
BUX,1994.04.26.,,,,1662.97
BUX,1994.04.27.,,,,1660.33
BUX,1994.04.28.,,,,1659.34
BUX,1994.04.29.,,,,1635.43
BUX,1994.05.02.,,,,1646.21
BUX,1994.05.03.,,,,1647.15
BUX,1994.05.04.,,,,1645.58
BUX,1994.05.05.,,,,1661.87
BUX,1994.05.06.,,,,1662.46
BUX,1994.05.09.,,,,1660.89
BUX,1994.05.10.,,,,1667.08
BUX,1994.05.11.,,,,1656.65
BUX,1994.05.12.,,,,1653.69
BUX,1994.05.13.,,,,1646.27
BUX,1994.05.16.,,,,1639.32
BUX,1994.05.17.,,,,1625.03
BUX,1994.05.18.,,,,1605.31
BUX,1994.05.19.,,,,1607.38
BUX,1994.05.20.,,,,1596.31
BUX,1994.05.24.,,,,1609.07
BUX,1994.05.25.,,,,1603.46
BUX,1994.05.26.,,,,1607.25
BUX,1994.05.27.,,,,1602.8
BUX,1994.05.30.,,,,1607.21
BUX,1994.05.31.,,,,1595.53
BUX,1994.06.01.,,,,1595.86
BUX,1994.06.02.,,,,1590.56
BUX,1994.06.03.,,,,1577.58
BUX,1994.06.06.,,,,1573.71
BUX,1994.06.07.,,,,1576.07
BUX,1994.06.08.,,,,1554.12
BUX,1994.06.09.,,,,1519.33
BUX,1994.06.10.,,,,1508.56
BUX,1994.06.13.,,,,1480.26
BUX,1994.06.14.,,,,1489.97
BUX,1994.06.15.,,,,1471.29
BUX,1994.06.16.,,,,1489.1
BUX,1994.06.17.,,,,1502.17
BUX,1994.06.20.,,,,1491.32
BUX,1994.06.21.,,,,1481.58
BUX,1994.06.22.,,,,1472.49
BUX,1994.06.23.,,,,1477.03
BUX,1994.06.24.,,,,1486.97
BUX,1994.06.27.,,,,1489.44
BUX,1994.06.28.,,,,1475.56
BUX,1994.06.29.,,,,1476.14
BUX,1994.06.30.,,,,1462.03
BUX,1994.07.01.,,,,1468.69
BUX,1994.07.04.,,,,1467.76
BUX,1994.07.05.,,,,1463.11
BUX,1994.07.06.,,,,1456.06
BUX,1994.07.07.,,,,1472.43
BUX,1994.07.08.,,,,1480.06
BUX,1994.07.11.,,,,1486.46
BUX,1994.07.12.,,,,1472.14
BUX,1994.07.13.,,,,1490.6
BUX,1994.07.14.,,,,1489.74
BUX,1994.07.15.,,,,1501.61
BUX,1994.07.18.,,,,1502.41
BUX,1994.07.19.,,,,1509.34
BUX,1994.07.20.,,,,1504.56
BUX,1994.07.21.,,,,1509.36
BUX,1994.07.22.,,,,1510.9
BUX,1994.07.25.,,,,1508.22
BUX,1994.07.26.,,,,1510.82
BUX,1994.07.27.,,,,1534.17
BUX,1994.07.28.,,,,1535.0
BUX,1994.07.29.,,,,1539.33
BUX,1994.08.01.,,,,1537.4
BUX,1994.08.02.,,,,1550.57
BUX,1994.08.03.,,,,1581.02
BUX,1994.08.04.,,,,1585.0
BUX,1994.08.05.,,,,1605.08
BUX,1994.08.08.,,,,1624.06
BUX,1994.08.09.,,,,1653.84
BUX,1994.08.10.,,,,1668.98
BUX,1994.08.11.,,,,1699.98
BUX,1994.08.12.,,,,1718.08
BUX,1994.08.15.,,,,1720.6
BUX,1994.08.16.,,,,1721.75
BUX,1994.08.17.,,,,1726.98
BUX,1994.08.18.,,,,1731.55
BUX,1994.08.19.,,,,1728.98
BUX,1994.08.22.,,,,1732.44
BUX,1994.08.23.,,,,1746.22
BUX,1994.08.24.,,,,1749.99
BUX,1994.08.25.,,,,1751.04
BUX,1994.08.26.,,,,1746.39
BUX,1994.08.29.,,,,1742.11
BUX,1994.08.30.,,,,1740.82
BUX,1994.08.31.,,,,1739.27
BUX,1994.09.01.,,,,1744.41
BUX,1994.09.02.,,,,1736.08
BUX,1994.09.05.,,,,1723.66
BUX,1994.09.06.,,,,1724.77
BUX,1994.09.07.,,,,1731.38
BUX,1994.09.08.,,,,1723.42
BUX,1994.09.09.,,,,1717.44
BUX,1994.09.12.,,,,1709.02
BUX,1994.09.13.,,,,1697.43
BUX,1994.09.14.,,,,1642.26
BUX,1994.09.15.,,,,1613.56
BUX,1994.09.16.,,,,1618.32
BUX,1994.09.19.,,,,1634.54
BUX,1994.09.20.,,,,1606.33
BUX,1994.09.21.,,,,1627.76
BUX,1994.09.22.,,,,1625.33
BUX,1994.09.23.,,,,1595.49
BUX,1994.09.26.,,,,1586.17
BUX,1994.09.27.,,,,1579.84
BUX,1994.09.28.,,,,1578.84
BUX,1994.09.29.,,,,1584.69
BUX,1994.09.30.,,,,1591.68
BUX,1994.10.03.,,,,1593.37
BUX,1994.10.04.,,,,1593.94
BUX,1994.10.05.,,,,1598.45
BUX,1994.10.06.,,,,1606.43
BUX,1994.10.07.,,,,1608.47
BUX,1994.10.10.,,,,1607.41
BUX,1994.10.11.,,,,1608.38
BUX,1994.10.12.,,,,1603.86
BUX,1994.10.13.,,,,1602.99
BUX,1994.10.14.,,,,1600.71
BUX,1994.10.17.,,,,1612.25
BUX,1994.10.18.,,,,1625.83
BUX,1994.10.19.,,,,1637.22
BUX,1994.10.20.,,,,1637.34
BUX,1994.10.21.,,,,1626.76
BUX,1994.10.24.,,,,1626.52
BUX,1994.10.25.,,,,1624.4
BUX,1994.10.26.,,,,1620.21
BUX,1994.10.27.,,,,1624.53
BUX,1994.10.28.,,,,1625.72
BUX,1994.10.31.,,,,1629.02
BUX,1994.11.01.,,,,1634.41
BUX,1994.11.02.,,,,1633.4
BUX,1994.11.03.,,,,1631.71
BUX,1994.11.04.,,,,1631.83
BUX,1994.11.07.,,,,1623.86
BUX,1994.11.08.,,,,1612.53
BUX,1994.11.09.,,,,1609.41
BUX,1994.11.10.,,,,1606.08
BUX,1994.11.11.,,,,1605.65
BUX,1994.11.14.,,,,1604.2
BUX,1994.11.15.,,,,1600.15
BUX,1994.11.16.,,,,1587.66
BUX,1994.11.17.,,,,1580.63
BUX,1994.11.18.,,,,1579.12
BUX,1994.11.21.,,,,1549.88
BUX,1994.11.22.,,,,1511.55
BUX,1994.11.23.,,,,1491.52
BUX,1994.11.24.,,,,1541.29
BUX,1994.11.25.,,,,1559.5
BUX,1994.11.28.,,,,1550.31
BUX,1994.11.29.,,,,1550.89
BUX,1994.11.30.,,,,1545.75
BUX,1994.12.01.,,,,1543.26
BUX,1994.12.02.,,,,1542.05
BUX,1994.12.05.,,,,1521.23
BUX,1994.12.06.,,,,1510.86
BUX,1994.12.07.,,,,1521.6
BUX,1994.12.08.,,,,1526.72
BUX,1994.12.09.,,,,1516.51
BUX,1994.12.12.,,,,1513.33
BUX,1994.12.13.,,,,1513.2
BUX,1994.12.14.,,,,1501.21
BUX,1994.12.15.,,,,1499.99
BUX,1994.12.16.,,,,1489.53
BUX,1994.12.19.,,,,1478.24
BUX,1994.12.20.,,,,1484.49
BUX,1994.12.21.,,,,1494.33
BUX,1994.12.22.,,,,1513.93
BUX,1994.12.23.,,,,1513.29
BUX,1994.12.27.,,,,1496.39
BUX,1994.12.28.,,,,1484.22
BUX,1994.12.29.,,,,1476.52
BUX,1994.12.30.,,,,1470.1
BUX,1995.01.05.,,,,1481.07
BUX,1995.01.06.,,,,1475.47
BUX,1995.01.09.,,,,1467.42
BUX,1995.01.10.,,,,1457.12
BUX,1995.01.11.,,,,1443.51
BUX,1995.01.12.,,,,1377.02
BUX,1995.01.13.,,,,1370.0
BUX,1995.01.16.,,,,1358.26
BUX,1995.01.17.,,,,1330.67
BUX,1995.01.18.,,,,1307.24
BUX,1995.01.19.,,,,1300.43
BUX,1995.01.20.,,,,1307.0
BUX,1995.01.23.,,,,1320.37
BUX,1995.01.24.,,,,1310.79
BUX,1995.01.25.,,,,1301.51
BUX,1995.01.26.,,,,1271.1
BUX,1995.01.27.,,,,1252.86
BUX,1995.01.30.,,,,1183.45
BUX,1995.01.31.,,,,1159.45
BUX,1995.02.01.,,,,1179.18
BUX,1995.02.02.,,,,1181.05
BUX,1995.02.03.,,,,1186.93
BUX,1995.02.06.,,,,1183.39
BUX,1995.02.07.,,,,1174.35
BUX,1995.02.08.,,,,1172.27
BUX,1995.02.09.,,,,1175.79
BUX,1995.02.10.,,,,1187.89
BUX,1995.02.13.,,,,1181.66
BUX,1995.02.14.,,,,1177.42
BUX,1995.02.15.,,,,1191.53
BUX,1995.02.16.,,,,1183.66
BUX,1995.02.17.,,,,1190.24
BUX,1995.02.20.,,,,1200.23
BUX,1995.02.21.,,,,1215.01
BUX,1995.02.22.,,,,1212.21
BUX,1995.02.23.,,,,1212.6
BUX,1995.02.24.,,,,1212.92
BUX,1995.02.27.,,,,1214.48
BUX,1995.02.28.,,,,1206.4
BUX,1995.03.01.,,,,1193.82
BUX,1995.03.02.,,,,1190.28
BUX,1995.03.03.,,,,1190.11
BUX,1995.03.06.,,,,1185.28
BUX,1995.03.07.,,,,1183.93
BUX,1995.03.08.,,,,1188.62
BUX,1995.03.09.,,,,1203.14
BUX,1995.03.10.,,,,1212.61
BUX,1995.03.13.,,,,1258.48
BUX,1995.03.14.,,,,1272.2
BUX,1995.03.16.,,,,1276.59
BUX,1995.03.17.,,,,1267.71
BUX,1995.03.20.,,,,1281.7
BUX,1995.03.21.,,,,1293.02
BUX,1995.03.22.,,,,1295.25
BUX,1995.03.23.,,,,1267.24
BUX,1995.03.24.,,,,1257.57
BUX,1995.03.27.,,,,1242.28
BUX,1995.03.28.,,,,1232.8
BUX,1995.03.29.,,,,1228.7
BUX,1995.03.30.,,,,1226.66
BUX,1995.03.31.,,,,1225.93
BUX,1995.04.03.,,,,1230.17
BUX,1995.04.04.,,,,1233.01
BUX,1995.04.05.,,,,1245.16
BUX,1995.04.06.,,,,1243.08
BUX,1995.04.07.,,,,1254.97
BUX,1995.04.10.,,,,1258.86
BUX,1995.04.11.,,,,1261.0
BUX,1995.04.12.,,,,1260.31
BUX,1995.04.13.,,,,1260.61
BUX,1995.04.14.,,,,1243.18
BUX,1995.04.18.,,,,1253.27
BUX,1995.04.19.,,,,1259.81
BUX,1995.04.20.,,,,1269.86
BUX,1995.04.21.,,,,1284.89
BUX,1995.04.24.,,,,1304.91
BUX,1995.04.25.,,,,1345.91
BUX,1995.04.26.,,,,1365.54
BUX,1995.04.27.,,,,1371.21
BUX,1995.04.28.,,,,1368.74
BUX,1995.05.02.,,,,1398.43
BUX,1995.05.03.,,,,1399.53
BUX,1995.05.04.,,,,1404.4
BUX,1995.05.05.,,,,1421.3
BUX,1995.05.08.,,,,1423.94
BUX,1995.05.09.,,,,1406.32
BUX,1995.05.10.,,,,1417.57
BUX,1995.05.11.,,,,1419.84
BUX,1995.05.12.,,,,1436.61
BUX,1995.05.15.,,,,1468.46
BUX,1995.05.16.,,,,1490.53
BUX,1995.05.17.,,,,1467.81
BUX,1995.05.18.,,,,1465.06
BUX,1995.05.19.,,,,1473.23
BUX,1995.05.22.,,,,1474.71
BUX,1995.05.23.,,,,1476.74
BUX,1995.05.24.,,,,1474.11
BUX,1995.05.25.,,,,1474.46
BUX,1995.05.26.,,,,1473.98
BUX,1995.05.29.,,,,1460.94
BUX,1995.05.30.,,,,1449.28
BUX,1995.05.31.,,,,1443.16
BUX,1995.06.01.,,,,1428.91
BUX,1995.06.02.,,,,1432.02
BUX,1995.06.06.,,,,1437.9
BUX,1995.06.07.,,,,1441.93
BUX,1995.06.08.,,,,1456.12
BUX,1995.06.09.,,,,1451.79
BUX,1995.06.12.,,,,1443.79
BUX,1995.06.13.,,,,1450.53
BUX,1995.06.14.,,,,1456.51
BUX,1995.06.15.,,,,1458.81
BUX,1995.06.16.,,,,1460.71
BUX,1995.06.19.,,,,1454.26
BUX,1995.06.20.,,,,1460.26
BUX,1995.06.21.,,,,1474.76
BUX,1995.06.22.,,,,1483.45
BUX,1995.06.23.,,,,1489.08
BUX,1995.06.26.,,,,1471.56
BUX,1995.06.27.,,,,1462.77
BUX,1995.06.28.,,,,1456.41
BUX,1995.06.29.,,,,1446.38
BUX,1995.06.30.,,,,1460.41
BUX,1995.07.03.,,,,1450.91
BUX,1995.07.04.,,,,1454.61
BUX,1995.07.05.,,,,1464.87
BUX,1995.07.06.,,,,1473.03
BUX,1995.07.07.,,,,1476.47
BUX,1995.07.10.,,,,1485.94
BUX,1995.07.11.,,,,1486.65
BUX,1995.07.12.,,,,1484.14
BUX,1995.07.13.,,,,1478.38
BUX,1995.07.17.,,,,1475.42
BUX,1995.07.18.,,,,1479.75
BUX,1995.07.19.,,,,1484.31
BUX,1995.07.20.,,,,1483.18
BUX,1995.07.21.,,,,1478.72
BUX,1995.07.24.,,,,1469.67
BUX,1995.07.25.,,,,1467.94
BUX,1995.07.26.,,,,1468.05
BUX,1995.07.27.,,,,1477.58
BUX,1995.07.28.,,,,1486.19
BUX,1995.07.31.,,,,1490.62
BUX,1995.08.01.,,,,1485.49
BUX,1995.08.02.,,,,1507.62
BUX,1995.08.03.,,,,1508.47
BUX,1995.08.04.,,,,1510.66
BUX,1995.08.07.,,,,1513.3
BUX,1995.08.08.,,,,1509.81
BUX,1995.08.09.,,,,1509.32
BUX,1995.08.10.,,,,1510.93
BUX,1995.08.11.,,,,1506.86
BUX,1995.08.14.,,,,1512.62
BUX,1995.08.15.,,,,1506.02
BUX,1995.08.16.,,,,1508.08
BUX,1995.08.17.,,,,1496.77
BUX,1995.08.18.,,,,1497.86
BUX,1995.08.21.,,,,1512.11
BUX,1995.08.22.,,,,1516.23
BUX,1995.08.23.,,,,1517.06
BUX,1995.08.24.,,,,1514.51
BUX,1995.08.25.,,,,1524.26
BUX,1995.08.28.,,,,1527.32
BUX,1995.08.29.,,,,1537.18
BUX,1995.08.30.,,,,1550.97
BUX,1995.08.31.,,,,1567.54
BUX,1995.09.01.,,,,1584.11
BUX,1995.09.04.,,,,1584.83
BUX,1995.09.05.,,,,1584.58
BUX,1995.09.06.,,,,1587.84
BUX,1995.09.07.,,,,1571.4
BUX,1995.09.08.,,,,1582.12
BUX,1995.09.11.,,,,1585.03
BUX,1995.09.12.,,,,1593.46
BUX,1995.09.13.,,,,1606.93
BUX,1995.09.14.,,,,1615.59
BUX,1995.09.15.,,,,1614.34
BUX,1995.09.18.,,,,1622.35
BUX,1995.09.19.,,,,1618.81
BUX,1995.09.20.,,,,1621.45
BUX,1995.09.21.,,,,1621.47
BUX,1995.09.22.,,,,1612.98
BUX,1995.09.25.,,,,1629.4
BUX,1995.09.26.,,,,1615.46
BUX,1995.09.27.,,,,1610.93
BUX,1995.09.28.,,,,1597.19
BUX,1995.09.29.,,,,1595.96
BUX,1995.10.02.,,,,1597.99
BUX,1995.10.03.,,,,1612.76
BUX,1995.10.04.,,,,1611.77
BUX,1995.10.05.,,,,1602.46
BUX,1995.10.06.,,,,1598.18
BUX,1995.10.09.,,,,1599.04
BUX,1995.10.10.,,,,1586.72
BUX,1995.10.11.,,,,1568.92
BUX,1995.10.12.,,,,1558.04
BUX,1995.10.13.,,,,1529.63
BUX,1995.10.16.,,,,1493.3
BUX,1995.10.17.,,,,1514.22
BUX,1995.10.18.,,,,1525.36
BUX,1995.10.19.,,,,1516.43
BUX,1995.10.20.,,,,1518.0
BUX,1995.10.24.,,,,1510.74
BUX,1995.10.25.,,,,1500.23
BUX,1995.10.26.,,,,1483.61
BUX,1995.10.27.,,,,1486.21
BUX,1995.10.30.,,,,1490.6
BUX,1995.10.31.,,,,1499.5
BUX,1995.11.01.,,,,1510.4
BUX,1995.11.02.,,,,1511.21
BUX,1995.11.03.,,,,1510.66
BUX,1995.11.06.,,,,1527.46
BUX,1995.11.07.,,,,1532.21
BUX,1995.11.08.,,,,1520.02
BUX,1995.11.09.,,,,1516.2
BUX,1995.11.10.,,,,1509.37
BUX,1995.11.13.,,,,1508.2
BUX,1995.11.14.,,,,1515.29
BUX,1995.11.15.,,,,1512.44
BUX,1995.11.16.,,,,1504.49
BUX,1995.11.17.,,,,1503.86
BUX,1995.11.20.,,,,1508.2
BUX,1995.11.21.,,,,1504.08
BUX,1995.11.22.,,,,1496.76
BUX,1995.11.23.,,,,1490.15
BUX,1995.11.24.,,,,1479.72
BUX,1995.11.27.,,,,1481.88
BUX,1995.11.28.,,,,1484.13
BUX,1995.11.29.,,,,1477.1
BUX,1995.11.30.,,,,1485.62
BUX,1995.12.01.,,,,1487.77
BUX,1995.12.04.,,,,1476.79
BUX,1995.12.05.,,,,1483.42
BUX,1995.12.06.,,,,1479.74
BUX,1995.12.07.,,,,1471.15
BUX,1995.12.08.,,,,1473.83
BUX,1995.12.11.,,,,1477.05
BUX,1995.12.12.,,,,1477.94
BUX,1995.12.13.,,,,1475.25
BUX,1995.12.14.,,,,1489.14
BUX,1995.12.15.,,,,1487.42
BUX,1995.12.18.,,,,1484.88
BUX,1995.12.19.,,,,1484.6
BUX,1995.12.20.,,,,1488.67
BUX,1995.12.21.,,,,1485.18
BUX,1995.12.22.,,,,1496.89
BUX,1995.12.27.,,,,1509.11
BUX,1995.12.28.,,,,1527.45
BUX,1995.12.29.,,,,1528.92
BUX,1996.01.04.,,,,1557.91
BUX,1996.01.05.,,,,1689.71
BUX,1996.01.08.,,,,1779.1
BUX,1996.01.09.,,,,1745.71
BUX,1996.01.10.,,,,1747.83
BUX,1996.01.11.,,,,1717.08
BUX,1996.01.12.,,,,1695.53
BUX,1996.01.15.,,,,1717.05
BUX,1996.01.16.,,,,1727.73
BUX,1996.01.17.,,,,1732.01
BUX,1996.01.18.,,,,1742.63
BUX,1996.01.19.,,,,1745.88
BUX,1996.01.22.,,,,1763.69
BUX,1996.01.23.,,,,1778.6
BUX,1996.01.24.,,,,1805.43
BUX,1996.01.25.,,,,1869.79
BUX,1996.01.26.,,,,1922.92
BUX,1996.01.29.,,,,1949.05
BUX,1996.01.30.,,,,2002.8
BUX,1996.01.31.,,,,2068.06
BUX,1996.02.01.,,,,2090.62
BUX,1996.02.02.,,,,2090.12
BUX,1996.02.05.,,,,2107.05
BUX,1996.02.06.,,,,2116.49
BUX,1996.02.07.,,,,2109.67
BUX,1996.02.08.,,,,2168.09
BUX,1996.02.09.,,,,2263.29
BUX,1996.02.12.,,,,2257.15
BUX,1996.02.13.,,,,2229.47
BUX,1996.02.14.,,,,2193.59
BUX,1996.02.15.,,,,2155.38
BUX,1996.02.16.,,,,2110.64
BUX,1996.02.19.,,,,2005.2
BUX,1996.02.20.,,,,1990.96
BUX,1996.02.21.,,,,2002.94
BUX,1996.02.22.,,,,2041.0
BUX,1996.02.23.,,,,2101.49
BUX,1996.02.26.,,,,2223.59
BUX,1996.02.27.,,,,2222.67
BUX,1996.02.28.,,,,2227.57
BUX,1996.02.29.,,,,2229.51
BUX,1996.03.01.,,,,2259.12
BUX,1996.03.04.,,,,2281.97
BUX,1996.03.05.,,,,2347.34
BUX,1996.03.06.,,,,2390.01
BUX,1996.03.07.,,,,2359.39
BUX,1996.03.08.,,,,2312.98
BUX,1996.03.11.,,,,2223.74
BUX,1996.03.12.,,,,2285.06
BUX,1996.03.13.,,,,2284.08
BUX,1996.03.14.,,,,2348.55
BUX,1996.03.18.,,,,2405.26
BUX,1996.03.19.,,,,2416.72
BUX,1996.03.20.,,,,2372.35
BUX,1996.03.21.,,,,2385.81
BUX,1996.03.22.,,,,2375.96
BUX,1996.03.25.,,,,2391.51
BUX,1996.03.26.,,,,2399.15
BUX,1996.03.27.,,,,2401.07
BUX,1996.03.28.,,,,2412.66
BUX,1996.03.29.,,,,2447.17
BUX,1996.04.01.,,,,2466.88
BUX,1996.04.02.,,,,2481.96
BUX,1996.04.03.,,,,2457.11
BUX,1996.04.04.,,,,2461.54
BUX,1996.04.05.,,,,2453.28
BUX,1996.04.09.,,,,2444.89
BUX,1996.04.10.,,,,2451.54
BUX,1996.04.11.,,,,2444.01
BUX,1996.04.12.,,,,2454.72
BUX,1996.04.15.,,,,2492.21
BUX,1996.04.16.,,,,2529.42
BUX,1996.04.17.,,,,2548.49
BUX,1996.04.18.,,,,2548.11
BUX,1996.04.19.,,,,2585.32
BUX,1996.04.22.,,,,2619.0
BUX,1996.04.23.,,,,2635.01
BUX,1996.04.24.,,,,2605.41
BUX,1996.04.25.,,,,2601.64
BUX,1996.04.26.,,,,2634.01
BUX,1996.04.29.,,,,2645.38
BUX,1996.04.30.,,,,2635.03
BUX,1996.05.02.,,,,2637.94
BUX,1996.05.03.,,,,2724.86
BUX,1996.05.06.,,,,2757.08
BUX,1996.05.07.,,,,2789.95
BUX,1996.05.08.,,,,2857.37
BUX,1996.05.09.,,,,2929.67
BUX,1996.05.10.,,,,2902.66
BUX,1996.05.13.,,,,2915.43
BUX,1996.05.14.,,,,2997.08
BUX,1996.05.15.,,,,2950.89
BUX,1996.05.16.,,,,2941.67
BUX,1996.05.17.,,,,2918.66
BUX,1996.05.20.,,,,2939.93
BUX,1996.05.21.,,,,2943.0
BUX,1996.05.22.,,,,2932.26
BUX,1996.05.23.,,,,2901.31
BUX,1996.05.24.,,,,2901.77
BUX,1996.05.28.,,,,2922.34
BUX,1996.05.29.,,,,2901.57
BUX,1996.05.30.,,,,2916.77
BUX,1996.05.31.,,,,2926.26
BUX,1996.06.03.,,,,2926.83
BUX,1996.06.04.,,,,2949.45
BUX,1996.06.05.,,,,2948.66
BUX,1996.06.06.,,,,2952.84
BUX,1996.06.07.,,,,2960.34
BUX,1996.06.10.,,,,2993.84
BUX,1996.06.11.,,,,3054.61
BUX,1996.06.12.,,,,3101.2
BUX,1996.06.13.,,,,3136.78
BUX,1996.06.14.,,,,3132.3
BUX,1996.06.17.,,,,3156.6
BUX,1996.06.18.,,,,3122.47
BUX,1996.06.19.,,,,3129.39
BUX,1996.06.20.,,,,3142.84
BUX,1996.06.21.,,,,3134.54
BUX,1996.06.24.,,,,3134.86
BUX,1996.06.25.,,,,3144.62
BUX,1996.06.26.,,,,3186.04
BUX,1996.06.27.,,,,3233.44
BUX,1996.06.28.,,,,3288.3
BUX,1996.07.01.,,,,3275.05
BUX,1996.07.02.,,,,3272.98
BUX,1996.07.03.,,,,3248.14
BUX,1996.07.04.,,,,3286.58
BUX,1996.07.05.,,,,3339.43
BUX,1996.07.08.,,,,3380.53
BUX,1996.07.09.,,,,3326.42
BUX,1996.07.10.,,,,3303.03
BUX,1996.07.11.,,,,3232.73
BUX,1996.07.12.,,,,3192.49
BUX,1996.07.15.,,,,3183.74
BUX,1996.07.16.,,,,3077.79
BUX,1996.07.17.,,,,3015.28
BUX,1996.07.18.,,,,3028.26
BUX,1996.07.19.,,,,3085.16
BUX,1996.07.22.,,,,3079.5
BUX,1996.07.23.,,,,3065.75
BUX,1996.07.24.,,,,3023.05
BUX,1996.07.25.,,,,3002.45
BUX,1996.07.26.,,,,2979.29
BUX,1996.07.29.,,,,2934.14
BUX,1996.07.30.,,,,2876.48
BUX,1996.07.31.,,,,2865.47
BUX,1996.08.01.,,,,2899.04
BUX,1996.08.02.,,,,3029.11
BUX,1996.08.05.,,,,3126.61
BUX,1996.08.06.,,,,3117.14
BUX,1996.08.07.,,,,3059.14
BUX,1996.08.08.,,,,3051.42
BUX,1996.08.09.,,,,3060.33
BUX,1996.08.12.,,,,3069.36
BUX,1996.08.13.,,,,3088.88
BUX,1996.08.14.,,,,3108.55
BUX,1996.08.15.,,,,3146.15
BUX,1996.08.16.,,,,3171.44
BUX,1996.08.19.,,,,3171.44
BUX,1996.08.20.,,,,3171.44
BUX,1996.08.21.,,,,3286.88
BUX,1996.08.22.,,,,3370.23
BUX,1996.08.23.,,,,3357.09
BUX,1996.08.26.,,,,3359.48
BUX,1996.08.27.,,,,3359.54
