"DATE","TIME PERIOD","Euro/Romanian leu (EXR.D.RON.EUR.SP00.A)"
"2022-07-05","05 Jul 2022","4.9438"
"2022-07-06","06 Jul 2022","4.9440"
"2022-07-07","07 Jul 2022","4.9448"
"2022-07-08","08 Jul 2022","4.9431"
"2022-07-11","11 Jul 2022","4.9430"
"2022-07-12","12 Jul 2022","4.9413"
"2022-07-13","13 Jul 2022","4.9414"
"2022-07-14","14 Jul 2022","4.9420"
"2022-07-15","15 Jul 2022","4.9407"
"2022-07-18","18 Jul 2022","4.9389"
"2022-07-19","19 Jul 2022","4.9395"
"2022-07-20","20 Jul 2022","4.9396"
"2022-07-21","21 Jul 2022","4.9391"
"2022-07-22","22 Jul 2022","4.9321"
"2022-07-25","25 Jul 2022","4.9339"
"2022-07-26","26 Jul 2022","4.9324"
"2022-07-27","27 Jul 2022","4.9334"
"2022-07-28","28 Jul 2022","4.9342"
"2022-07-29","29 Jul 2022","4.9343"
"2022-08-01","01 Aug 2022","4.9283"
"2022-08-02","02 Aug 2022","4.9298"
"2022-08-03","03 Aug 2022","4.9245"
"2022-08-04","04 Aug 2022","4.9261"
"2022-08-05","05 Aug 2022","4.9251"
"2022-08-08","08 Aug 2022","4.9163"
"2022-08-09","09 Aug 2022","4.9038"
"2022-08-10","10 Aug 2022","4.9138"
"2022-08-11","11 Aug 2022","4.9055"
"2022-08-12","12 Aug 2022","4.8915"
"2022-08-15","15 Aug 2022","4.8849"
"2022-08-16","16 Aug 2022","4.8820"
"2022-08-17","17 Aug 2022","4.8825"
"2022-08-18","18 Aug 2022","4.8808"
"2022-08-19","19 Aug 2022","4.8811"
"2022-08-22","22 Aug 2022","4.8853"
"2022-08-23","23 Aug 2022","4.8839"
"2022-08-24","24 Aug 2022","4.8800"
"2022-08-25","25 Aug 2022","4.8758"
"2022-08-26","26 Aug 2022","4.8729"
"2022-08-29","29 Aug 2022","4.8699"
"2022-08-30","30 Aug 2022","4.8657"
"2022-08-31","31 Aug 2022","4.8595"
"2022-09-01","01 Sep 2022","4.8447"
"2022-09-02","02 Sep 2022","4.8335"
"2022-09-05","05 Sep 2022","4.8198"
"2022-09-06","06 Sep 2022","4.8424"
"2022-09-07","07 Sep 2022","4.8585"
"2022-09-08","08 Sep 2022","4.8756"
"2022-09-09","09 Sep 2022","4.9019"
"2022-09-12","12 Sep 2022","4.9135"
"2022-09-13","13 Sep 2022","4.9210"
"2022-09-14","14 Sep 2022","4.9297"
"2022-09-15","15 Sep 2022","4.9238"
"2022-09-16","16 Sep 2022","4.9238"
"2022-09-19","19 Sep 2022","4.9300"
"2022-09-20","20 Sep 2022","4.9340"
"2022-09-21","21 Sep 2022","4.9443"
"2022-09-22","22 Sep 2022","4.9411"
"2022-09-23","23 Sep 2022","4.9433"
"2022-09-26","26 Sep 2022","4.9418"
"2022-09-27","27 Sep 2022","4.9444"
"2022-09-28","28 Sep 2022","4.9485"
"2022-09-29","29 Sep 2022","4.9481"
"2022-09-30","30 Sep 2022","4.9490"
"2022-10-03","03 Oct 2022","4.9479"
"2022-10-04","04 Oct 2022","4.9418"
"2022-10-05","05 Oct 2022","4.9385"
"2022-10-06","06 Oct 2022","4.9364"
"2022-10-07","07 Oct 2022","4.9415"
"2022-10-10","10 Oct 2022","4.9400"
"2022-10-11","11 Oct 2022","4.9394"
"2022-10-12","12 Oct 2022","4.9400"
"2022-10-13","13 Oct 2022","4.9355"
"2022-10-14","14 Oct 2022","4.9335"
"2022-10-17","17 Oct 2022","4.9370"
"2022-10-18","18 Oct 2022","4.9359"
"2022-10-19","19 Oct 2022","4.9248"
"2022-10-20","20 Oct 2022","4.9203"
"2022-10-21","21 Oct 2022","4.9125"
"2022-10-24","24 Oct 2022","4.9128"
"2022-10-25","25 Oct 2022","4.9036"
"2022-10-26","26 Oct 2022","4.8806"
"2022-10-27","27 Oct 2022","4.8893"
"2022-10-28","28 Oct 2022","4.9189"
"2022-10-31","31 Oct 2022","4.9143"
"2022-11-01","01 Nov 2022","4.9138"
"2022-11-02","02 Nov 2022","4.9120"
"2022-11-03","03 Nov 2022","4.9013"
"2022-11-04","04 Nov 2022","4.8893"
"2022-11-07","07 Nov 2022","4.8855"
"2022-11-08","08 Nov 2022","4.8978"
"2022-11-09","09 Nov 2022","4.9045"
"2022-11-10","10 Nov 2022","4.8913"
"2022-11-11","11 Nov 2022","4.8940"
"2022-11-14","14 Nov 2022","4.9043"
"2022-11-15","15 Nov 2022","4.9116"
"2022-11-16","16 Nov 2022","4.9206"
"2022-11-17","17 Nov 2022","4.9254"
"2022-11-18","18 Nov 2022","4.9413"
"2022-11-21","21 Nov 2022","4.9413"
"2022-11-22","22 Nov 2022","4.9269"
"2022-11-23","23 Nov 2022","4.9370"
"2022-11-24","24 Nov 2022","4.9205"
"2022-11-25","25 Nov 2022","4.9255"
"2022-11-28","28 Nov 2022","4.9246"
"2022-11-29","29 Nov 2022","4.9193"
"2022-11-30","30 Nov 2022","4.9245"
"2022-12-01","01 Dec 2022","4.9303"
"2022-12-02","02 Dec 2022","4.9298"
"2022-12-05","05 Dec 2022","4.9215"
"2022-12-06","06 Dec 2022","4.9130"
"2022-12-07","07 Dec 2022","4.9180"
"2022-12-08","08 Dec 2022","4.9131"
"2022-12-09","09 Dec 2022","4.9224"
"2022-12-12","12 Dec 2022","4.9318"
"2022-12-13","13 Dec 2022","4.9298"
"2022-12-14","14 Dec 2022","4.9248"
"2022-12-15","15 Dec 2022","4.9220"
"2022-12-16","16 Dec 2022","4.9213"
"2022-12-19","19 Dec 2022","4.9107"
"2022-12-20","20 Dec 2022","4.9125"
"2022-12-21","21 Dec 2022","4.8937"
"2022-12-22","22 Dec 2022","4.8993"
"2022-12-23","23 Dec 2022","4.9056"
"2022-12-27","27 Dec 2022","4.9270"
"2022-12-28","28 Dec 2022","4.9460"
"2022-12-29","29 Dec 2022","4.9493"
"2022-12-30","30 Dec 2022","4.9495"
"2023-01-02","02 Jan 2023","4.9400"
"2023-01-03","03 Jan 2023","4.9310"
"2023-01-04","04 Jan 2023","4.9264"
"2023-01-05","05 Jan 2023","4.9235"
"2023-01-06","06 Jan 2023","4.9296"
"2023-01-09","09 Jan 2023","4.9253"
"2023-01-10","10 Jan 2023","4.9338"
"2023-01-11","11 Jan 2023","4.9335"
"2023-01-12","12 Jan 2023","4.9440"
"2023-01-13","13 Jan 2023","4.9423"
"2023-01-16","16 Jan 2023","4.9313"
"2023-01-17","17 Jan 2023","4.9356"
"2023-01-18","18 Jan 2023","4.9388"
"2023-01-19","19 Jan 2023","4.9265"
"2023-01-20","20 Jan 2023","4.9258"
"2023-01-23","23 Jan 2023","4.9202"
"2023-01-24","24 Jan 2023","4.9171"
"2023-01-25","25 Jan 2023","4.9035"
"2023-01-26","26 Jan 2023","4.8818"
"2023-01-27","27 Jan 2023","4.8965"
"2023-01-30","30 Jan 2023","4.9055"
"2023-01-31","31 Jan 2023","4.9210"
"2023-02-01","01 Feb 2023","4.9117"
"2023-02-02","02 Feb 2023","4.9025"
"2023-02-03","03 Feb 2023","4.9020"
"2023-02-06","06 Feb 2023","4.9055"
"2023-02-07","07 Feb 2023","4.9020"
"2023-02-08","08 Feb 2023","4.8975"
"2023-02-09","09 Feb 2023","4.8935"
"2023-02-10","10 Feb 2023","4.9020"
"2023-02-13","13 Feb 2023","4.9031"
"2023-02-14","14 Feb 2023","4.9010"
"2023-02-15","15 Feb 2023","4.9008"
"2023-02-16","16 Feb 2023","4.9009"
"2023-02-17","17 Feb 2023","4.9165"
"2023-02-20","20 Feb 2023","4.9180"
"2023-02-21","21 Feb 2023","4.9188"
"2023-02-22","22 Feb 2023","4.9238"
"2023-02-23","23 Feb 2023","4.9146"
"2023-02-24","24 Feb 2023","4.9195"
"2023-02-27","27 Feb 2023","4.9198"
"2023-02-28","28 Feb 2023","4.9200"
"2023-03-01","01 Mar 2023","4.9174"
"2023-03-02","02 Mar 2023","4.9223"
"2023-03-03","03 Mar 2023","4.9235"
"2023-03-06","06 Mar 2023","4.9205"
"2023-03-07","07 Mar 2023","4.9178"
"2023-03-08","08 Mar 2023","4.9113"
"2023-03-09","09 Mar 2023","4.9150"
"2023-03-10","10 Mar 2023","4.9143"
"2023-03-13","13 Mar 2023","4.9168"
"2023-03-14","14 Mar 2023","4.9218"
"2023-03-15","15 Mar 2023","4.9218"
"2023-03-16","16 Mar 2023","4.9215"
"2023-03-17","17 Mar 2023","4.9208"
"2023-03-20","20 Mar 2023","4.9233"
"2023-03-21","21 Mar 2023","4.9225"
"2023-03-22","22 Mar 2023","4.9215"
"2023-03-23","23 Mar 2023","4.9228"
"2023-03-24","24 Mar 2023","4.9305"
"2023-03-27","27 Mar 2023","4.9405"
"2023-03-28","28 Mar 2023","4.9523"
"2023-03-29","29 Mar 2023","4.9500"
"2023-03-30","30 Mar 2023","4.9483"
"2023-03-31","31 Mar 2023","4.9490"
"2023-04-03","03 Apr 2023","4.9367"
"2023-04-04","04 Apr 2023","4.9330"
"2023-04-05","05 Apr 2023","4.9314"
"2023-04-06","06 Apr 2023","4.9369"
"2023-04-11","11 Apr 2023","4.9375"
"2023-04-12","12 Apr 2023","4.9385"
"2023-04-13","13 Apr 2023","4.9435"
"2023-04-14","14 Apr 2023","4.9423"
"2023-04-17","17 Apr 2023","4.9425"
"2023-04-18","18 Apr 2023","4.9357"
"2023-04-19","19 Apr 2023","4.9321"
"2023-04-20","20 Apr 2023","4.9308"
"2023-04-21","21 Apr 2023","4.9410"
"2023-04-24","24 Apr 2023","4.9298"
"2023-04-25","25 Apr 2023","4.9370"
"2023-04-26","26 Apr 2023","4.9391"
"2023-04-27","27 Apr 2023","4.9390"
"2023-04-28","28 Apr 2023","4.9301"
"2023-05-02","02 May 2023","4.9305"
"2023-05-03","03 May 2023","4.9302"
"2023-05-04","04 May 2023","4.9295"
"2023-05-05","05 May 2023","4.9280"
"2023-05-08","08 May 2023","4.9246"
"2023-05-09","09 May 2023","4.9200"
"2023-05-10","10 May 2023","4.9219"
"2023-05-11","11 May 2023","4.9322"
"2023-05-12","12 May 2023","4.9318"
"2023-05-15","15 May 2023","4.9375"
"2023-05-16","16 May 2023","4.9478"
"2023-05-17","17 May 2023","4.9605"
"2023-05-18","18 May 2023","4.9708"
"2023-05-19","19 May 2023","4.9783"
"2023-05-22","22 May 2023","4.9737"
"2023-05-23","23 May 2023","4.9720"
"2023-05-24","24 May 2023","4.9614"
"2023-05-25","25 May 2023","4.9495"
"2023-05-26","26 May 2023","4.9572"
"2023-05-29","29 May 2023","4.9600"
"2023-05-30","30 May 2023","4.9630"
"2023-05-31","31 May 2023","4.9695"
"2023-06-01","01 Jun 2023","4.9645"
"2023-06-02","02 Jun 2023","4.9622"
"2023-06-05","05 Jun 2023","4.9653"
"2023-06-06","06 Jun 2023","4.9592"
"2023-06-07","07 Jun 2023","4.9586"
"2023-06-08","08 Jun 2023","4.9530"
"2023-06-09","09 Jun 2023","4.9566"
"2023-06-12","12 Jun 2023","4.9568"
"2023-06-13","13 Jun 2023","4.9627"
"2023-06-14","14 Jun 2023","4.9560"
"2023-06-15","15 Jun 2023","4.9578"
"2023-06-16","16 Jun 2023","4.9610"
"2023-06-19","19 Jun 2023","4.9588"
"2023-06-20","20 Jun 2023","4.9629"
"2023-06-21","21 Jun 2023","4.9625"
"2023-06-22","22 Jun 2023","4.9631"
"2023-06-23","23 Jun 2023","4.9538"
"2023-06-26","26 Jun 2023","4.9561"
"2023-06-27","27 Jun 2023","4.9610"
"2023-06-28","28 Jun 2023","4.9604"
"2023-06-29","29 Jun 2023","4.9638"
"2023-06-30","30 Jun 2023","4.9635"
"2023-07-03","03 Jul 2023","4.9532"
"2023-07-04","04 Jul 2023","4.9485"
"2023-07-05","05 Jul 2023","4.9515"
"2023-07-06","06 Jul 2023","4.9504"
"2023-07-07","07 Jul 2023","4.9557"
"2023-07-10","10 Jul 2023","4.9490"
"2023-07-11","11 Jul 2023","4.9490"
"2023-07-12","12 Jul 2023","4.9495"
"2023-07-13","13 Jul 2023","4.9433"
"2023-07-14","14 Jul 2023","4.9439"
"2023-07-17","17 Jul 2023","4.9414"
"2023-07-18","18 Jul 2023","4.9380"
"2023-07-19","19 Jul 2023","4.9440"
"2023-07-20","20 Jul 2023","4.9380"
"2023-07-21","21 Jul 2023","4.9367"
"2023-07-24","24 Jul 2023","4.9240"
"2023-07-25","25 Jul 2023","4.9223"
"2023-07-26","26 Jul 2023","4.9288"
"2023-07-27","27 Jul 2023","4.9300"
"2023-07-28","28 Jul 2023","4.9308"
"2023-07-31","31 Jul 2023","4.9349"
"2023-08-01","01 Aug 2023","4.9319"
"2023-08-02","02 Aug 2023","4.9341"
"2023-08-03","03 Aug 2023","4.9390"
"2023-08-04","04 Aug 2023","4.9530"
"2023-08-07","07 Aug 2023","4.9490"
"2023-08-08","08 Aug 2023","4.9498"
"2023-08-09","09 Aug 2023","4.9480"
"2023-08-10","10 Aug 2023","4.9432"
"2023-08-11","11 Aug 2023","4.9407"
"2023-08-14","14 Aug 2023","4.9418"
"2023-08-15","15 Aug 2023","4.9395"
"2023-08-16","16 Aug 2023","4.9358"
"2023-08-17","17 Aug 2023","4.9385"
"2023-08-18","18 Aug 2023","4.9448"
"2023-08-21","21 Aug 2023","4.9406"
"2023-08-22","22 Aug 2023","4.9376"
"2023-08-23","23 Aug 2023","4.9408"
"2023-08-24","24 Aug 2023","4.9358"
"2023-08-25","25 Aug 2023","4.9390"
"2023-08-28","28 Aug 2023","4.9360"
"2023-08-29","29 Aug 2023","4.9418"
"2023-08-30","30 Aug 2023","4.9420"
"2023-08-31","31 Aug 2023","4.9420"
"2023-09-01","01 Sep 2023","4.9459"
"2023-09-04","04 Sep 2023","4.9460"
"2023-09-05","05 Sep 2023","4.9496"
"2023-09-06","06 Sep 2023","4.9603"
"2023-09-07","07 Sep 2023","4.9600"
"2023-09-08","08 Sep 2023","4.9630"
"2023-09-11","11 Sep 2023","4.9635"
"2023-09-12","12 Sep 2023","4.9710"
"2023-09-13","13 Sep 2023","4.9673"
"2023-09-14","14 Sep 2023","4.9703"
"2023-09-15","15 Sep 2023","4.9698"
"2023-09-18","18 Sep 2023","4.9690"
"2023-09-19","19 Sep 2023","4.9698"
"2023-09-20","20 Sep 2023","4.9716"
"2023-09-21","21 Sep 2023","4.9708"
"2023-09-22","22 Sep 2023","4.9686"
"2023-09-25","25 Sep 2023","4.9680"
"2023-09-26","26 Sep 2023","4.9700"
"2023-09-27","27 Sep 2023","4.9745"
"2023-09-28","28 Sep 2023","4.9754"
"2023-09-29","29 Sep 2023","4.9735"
"2023-10-02","02 Oct 2023","4.9748"
"2023-10-03","03 Oct 2023","4.9753"
"2023-10-04","04 Oct 2023","4.9753"
"2023-10-05","05 Oct 2023","4.9703"
"2023-10-06","06 Oct 2023","4.9645"
"2023-10-09","09 Oct 2023","4.9665"
"2023-10-10","10 Oct 2023","4.9654"
"2023-10-11","11 Oct 2023","4.9661"
"2023-10-12","12 Oct 2023","4.9632"
"2023-10-13","13 Oct 2023","4.9648"
"2023-10-16","16 Oct 2023","4.9650"
"2023-10-17","17 Oct 2023","4.9685"
"2023-10-18","18 Oct 2023","4.9720"
"2023-10-19","19 Oct 2023","4.9746"
"2023-10-20","20 Oct 2023","4.9755"
"2023-10-23","23 Oct 2023","4.9701"
"2023-10-24","24 Oct 2023","4.9656"
"2023-10-25","25 Oct 2023","4.9626"
"2023-10-26","26 Oct 2023","4.9641"
"2023-10-27","27 Oct 2023","4.9657"
"2023-10-30","30 Oct 2023","4.9641"
"2023-10-31","31 Oct 2023","4.9659"
"2023-11-01","01 Nov 2023","4.9679"
"2023-11-02","02 Nov 2023","4.9685"
"2023-11-03","03 Nov 2023","4.9693"
"2023-11-06","06 Nov 2023","4.9692"
"2023-11-07","07 Nov 2023","4.9685"
"2023-11-08","08 Nov 2023","4.9665"
"2023-11-09","09 Nov 2023","4.9686"
"2023-11-10","10 Nov 2023","4.9698"
"2023-11-13","13 Nov 2023","4.9710"
"2023-11-14","14 Nov 2023","4.9719"
"2023-11-15","15 Nov 2023","4.9704"
"2023-11-16","16 Nov 2023","4.9705"
"2023-11-17","17 Nov 2023","4.9723"
"2023-11-20","20 Nov 2023","4.9721"
"2023-11-21","21 Nov 2023","4.9707"
"2023-11-22","22 Nov 2023","4.9708"
"2023-11-23","23 Nov 2023","4.9699"
"2023-11-24","24 Nov 2023","4.9698"
"2023-11-27","27 Nov 2023","4.9709"
"2023-11-28","28 Nov 2023","4.9726"
"2023-11-29","29 Nov 2023","4.9726"
"2023-11-30","30 Nov 2023","4.9718"
"2023-12-01","01 Dec 2023","4.9713"
"2023-12-04","04 Dec 2023","4.9677"
"2023-12-05","05 Dec 2023","4.9671"
"2023-12-06","06 Dec 2023","4.9687"
"2023-12-07","07 Dec 2023","4.9658"
"2023-12-08","08 Dec 2023","4.9683"
"2023-12-11","11 Dec 2023","4.9707"
"2023-12-12","12 Dec 2023","4.9732"
"2023-12-13","13 Dec 2023","4.9738"
"2023-12-14","14 Dec 2023","4.9712"
"2023-12-15","15 Dec 2023","4.9710"
"2023-12-18","18 Dec 2023","4.9687"
"2023-12-19","19 Dec 2023","4.9718"
"2023-12-20","20 Dec 2023","4.9699"
"2023-12-21","21 Dec 2023","4.9699"
"2023-12-22","22 Dec 2023","4.9708"
"2023-12-27","27 Dec 2023","4.9728"
"2023-12-28","28 Dec 2023","4.9753"
"2023-12-29","29 Dec 2023","4.9756"
"2024-01-02","02 Jan 2024","4.9705"
"2024-01-03","03 Jan 2024","4.9725"
"2024-01-04","04 Jan 2024","4.9733"
"2024-01-05","05 Jan 2024","4.9737"
"2024-01-08","08 Jan 2024","4.9728"
"2024-01-09","09 Jan 2024","4.9716"
"2024-01-10","10 Jan 2024","4.9728"
"2024-01-11","11 Jan 2024","4.9722"
"2024-01-12","12 Jan 2024","4.9731"
"2024-01-15","15 Jan 2024","4.9743"
"2024-01-16","16 Jan 2024","4.9763"
"2024-01-17","17 Jan 2024","4.9755"
"2024-01-18","18 Jan 2024","4.9772"
"2024-01-19","19 Jan 2024","4.9776"
"2024-01-22","22 Jan 2024","4.9776"
"2024-01-23","23 Jan 2024","4.9769"
"2024-01-24","24 Jan 2024","4.9773"
"2024-01-25","25 Jan 2024","4.9768"
"2024-01-26","26 Jan 2024","4.9765"
"2024-01-29","29 Jan 2024","4.9773"
"2024-01-30","30 Jan 2024","4.9768"
"2024-01-31","31 Jan 2024","4.9758"
"2024-02-01","01 Feb 2024","4.9740"
"2024-02-02","02 Feb 2024","4.9727"
"2024-02-05","05 Feb 2024","4.9740"
"2024-02-06","06 Feb 2024","4.9763"
"2024-02-07","07 Feb 2024","4.9769"
"2024-02-08","08 Feb 2024","4.9771"
"2024-02-09","09 Feb 2024","4.9773"
"2024-02-12","12 Feb 2024","4.9743"
"2024-02-13","13 Feb 2024","4.9759"
"2024-02-14","14 Feb 2024","4.9754"
"2024-02-15","15 Feb 2024","4.9771"
"2024-02-16","16 Feb 2024","4.9771"
"2024-02-19","19 Feb 2024","4.9770"
"2024-02-20","20 Feb 2024","4.9768"
"2024-02-21","21 Feb 2024","4.9760"
"2024-02-22","22 Feb 2024","4.9768"
"2024-02-23","23 Feb 2024","4.9744"
"2024-02-26","26 Feb 2024","4.9722"
"2024-02-27","27 Feb 2024","4.9668"
"2024-02-28","28 Feb 2024","4.9683"
"2024-02-29","29 Feb 2024","4.9706"
"2024-03-01","01 Mar 2024","4.9695"
"2024-03-04","04 Mar 2024","4.9708"
"2024-03-05","05 Mar 2024","4.9718"
"2024-03-06","06 Mar 2024","4.9706"
"2024-03-07","07 Mar 2024","4.9707"
"2024-03-08","08 Mar 2024","4.9693"
"2024-03-11","11 Mar 2024","4.9644"
"2024-03-12","12 Mar 2024","4.9668"
"2024-03-13","13 Mar 2024","4.9683"
"2024-03-14","14 Mar 2024","4.9710"
"2024-03-15","15 Mar 2024","4.9711"
"2024-03-18","18 Mar 2024","4.9716"
"2024-03-19","19 Mar 2024","4.9742"
"2024-03-20","20 Mar 2024","4.9721"
"2024-03-21","21 Mar 2024","4.9734"
"2024-03-22","22 Mar 2024","4.9727"
"2024-03-25","25 Mar 2024","4.9712"
"2024-03-26","26 Mar 2024","4.9702"
"2024-03-27","27 Mar 2024","4.9721"
"2024-03-28","28 Mar 2024","4.9735"
"2024-04-02","02 Apr 2024","4.9699"
"2024-04-03","03 Apr 2024","4.9687"
"2024-04-04","04 Apr 2024","4.9687"
"2024-04-05","05 Apr 2024","4.9677"
"2024-04-08","08 Apr 2024","4.9681"
"2024-04-09","09 Apr 2024","4.9682"
"2024-04-10","10 Apr 2024","4.9690"
"2024-04-11","11 Apr 2024","4.9713"
"2024-04-12","12 Apr 2024","4.9717"
"2024-04-15","15 Apr 2024","4.9742"
"2024-04-16","16 Apr 2024","4.9764"
"2024-04-17","17 Apr 2024","4.9758"
"2024-04-18","18 Apr 2024","4.9758"
"2024-04-19","19 Apr 2024","4.9764"
"2024-04-22","22 Apr 2024","4.9756"
"2024-04-23","23 Apr 2024","4.9761"
"2024-04-24","24 Apr 2024","4.9757"
"2024-04-25","25 Apr 2024","4.9761"
"2024-04-26","26 Apr 2024","4.9764"
"2024-04-29","29 Apr 2024","4.9759"
"2024-04-30","30 Apr 2024","4.9759"
"2024-05-02","02 May 2024","4.9763"
"2024-05-03","03 May 2024","4.9761"
"2024-05-06","06 May 2024","4.9688"
"2024-05-07","07 May 2024","4.9757"
"2024-05-08","08 May 2024","4.9757"
"2024-05-09","09 May 2024","4.9753"
"2024-05-10","10 May 2024","4.9758"
"2024-05-13","13 May 2024","4.9762"
"2024-05-14","14 May 2024","4.9758"
"2024-05-15","15 May 2024","4.9758"
"2024-05-16","16 May 2024","4.9755"
"2024-05-17","17 May 2024","4.9752"
"2024-05-20","20 May 2024","4.9750"
"2024-05-21","21 May 2024","4.9743"
"2024-05-22","22 May 2024","4.9751"
"2024-05-23","23 May 2024","4.9754"
"2024-05-24","24 May 2024","4.9743"
"2024-05-27","27 May 2024","4.9763"
"2024-05-28","28 May 2024","4.9759"
"2024-05-29","29 May 2024","4.9768"
"2024-05-30","30 May 2024","4.9764"
"2024-05-31","31 May 2024","4.9767"
"2024-06-03","03 Jun 2024","4.9762"
"2024-06-04","04 Jun 2024","4.9750"
"2024-06-05","05 Jun 2024","4.9755"
"2024-06-06","06 Jun 2024","4.9758"
"2024-06-07","07 Jun 2024","4.9763"
"2024-06-10","10 Jun 2024","4.9769"
"2024-06-11","11 Jun 2024","4.9768"
"2024-06-12","12 Jun 2024","4.9768"
"2024-06-13","13 Jun 2024","4.9773"
"2024-06-14","14 Jun 2024","4.9773"
"2024-06-17","17 Jun 2024","4.9769"
"2024-06-18","18 Jun 2024","4.9763"
"2024-06-19","19 Jun 2024","4.9768"
"2024-06-20","20 Jun 2024","4.9771"
"2024-06-21","21 Jun 2024","4.9773"
"2024-06-24","24 Jun 2024","4.9774"
"2024-06-25","25 Jun 2024","4.9770"
"2024-06-26","26 Jun 2024","4.9769"
"2024-06-27","27 Jun 2024","4.9779"
"2024-06-28","28 Jun 2024","4.9773"
"2024-07-01","01 Jul 2024","4.9766"
"2024-07-02","02 Jul 2024","4.9769"
"2024-07-03","03 Jul 2024","4.9773"
"2024-07-04","04 Jul 2024","4.9769"
"2024-07-05","05 Jul 2024","4.9772"
"2024-07-08","08 Jul 2024","4.9748"
"2024-07-09","09 Jul 2024","4.9731"
"2024-07-10","10 Jul 2024","4.9734"
"2024-07-11","11 Jul 2024","4.9755"
"2024-07-12","12 Jul 2024","4.9729"
"2024-07-15","15 Jul 2024","4.9692"
"2024-07-16","16 Jul 2024","4.9662"
"2024-07-17","17 Jul 2024","4.9675"
"2024-07-18","18 Jul 2024","4.9693"
"2024-07-19","19 Jul 2024","4.9712"
"2024-07-22","22 Jul 2024","4.9720"
"2024-07-23","23 Jul 2024","4.9729"
"2024-07-24","24 Jul 2024","4.9706"
"2024-07-25","25 Jul 2024","4.9697"
"2024-07-26","26 Jul 2024","4.9718"
"2024-07-29","29 Jul 2024","4.9725"
"2024-07-30","30 Jul 2024","4.9766"
"2024-07-31","31 Jul 2024","4.9749"
"2024-08-01","01 Aug 2024","4.9756"
"2024-08-02","02 Aug 2024","4.9756"
"2024-08-05","05 Aug 2024","4.9768"
"2024-08-06","06 Aug 2024","4.9772"
"2024-08-07","07 Aug 2024","4.9768"
"2024-08-08","08 Aug 2024","4.9767"
"2024-08-09","09 Aug 2024","4.9769"
"2024-08-12","12 Aug 2024","4.9767"
"2024-08-13","13 Aug 2024","4.9757"
"2024-08-14","14 Aug 2024","4.9763"
"2024-08-15","15 Aug 2024","4.9764"
"2024-08-16","16 Aug 2024","4.9758"
"2024-08-19","19 Aug 2024","4.9773"
"2024-08-20","20 Aug 2024","4.9768"
"2024-08-21","21 Aug 2024","4.9770"
"2024-08-22","22 Aug 2024","4.9764"
"2024-08-23","23 Aug 2024","4.9763"
"2024-08-26","26 Aug 2024","4.9756"
"2024-08-27","27 Aug 2024","4.9771"
"2024-08-28","28 Aug 2024","4.9773"
"2024-08-29","29 Aug 2024","4.9774"
"2024-08-30","30 Aug 2024","4.9768"
"2024-09-02","02 Sep 2024","4.9753"
"2024-09-03","03 Sep 2024","4.9735"
"2024-09-04","04 Sep 2024","4.9726"
"2024-09-05","05 Sep 2024","4.9708"
"2024-09-06","06 Sep 2024","4.9735"
"2024-09-09","09 Sep 2024","4.9743"
"2024-09-10","10 Sep 2024","4.9745"
"2024-09-11","11 Sep 2024","4.9742"
"2024-09-12","12 Sep 2024","4.9740"
"2024-09-13","13 Sep 2024","4.9738"
"2024-09-16","16 Sep 2024","4.9744"
"2024-09-17","17 Sep 2024","4.9738"
"2024-09-18","18 Sep 2024","4.9749"
"2024-09-19","19 Sep 2024","4.9744"
"2024-09-20","20 Sep 2024","4.9745"
"2024-09-23","23 Sep 2024","4.9742"
"2024-09-24","24 Sep 2024","4.9756"
"2024-09-25","25 Sep 2024","4.9760"
"2024-09-26","26 Sep 2024","4.9759"
"2024-09-27","27 Sep 2024","4.9764"
"2024-09-30","30 Sep 2024","4.9753"
"2024-10-01","01 Oct 2024","4.9759"
"2024-10-02","02 Oct 2024","4.9763"
"2024-10-03","03 Oct 2024","4.9766"
"2024-10-04","04 Oct 2024","4.9769"
"2024-10-07","07 Oct 2024","4.9778"
"2024-10-08","08 Oct 2024","4.9773"
"2024-10-09","09 Oct 2024","4.9759"
"2024-10-10","10 Oct 2024","4.9756"
"2024-10-11","11 Oct 2024","4.9749"
"2024-10-14","14 Oct 2024","4.9743"
"2024-10-15","15 Oct 2024","4.9758"
"2024-10-16","16 Oct 2024","4.9761"
"2024-10-17","17 Oct 2024","4.9738"
"2024-10-18","18 Oct 2024","4.9733"
"2024-10-21","21 Oct 2024","4.9728"
"2024-10-22","22 Oct 2024","4.9737"
"2024-10-23","23 Oct 2024","4.9737"
"2024-10-24","24 Oct 2024","4.9728"
"2024-10-25","25 Oct 2024","4.9733"
"2024-10-28","28 Oct 2024","4.9738"
"2024-10-29","29 Oct 2024","4.9749"
"2024-10-30","30 Oct 2024","4.9747"
"2024-10-31","31 Oct 2024","4.9749"
"2024-11-01","01 Nov 2024","4.9745"
"2024-11-04","04 Nov 2024","4.9750"
"2024-11-05","05 Nov 2024","4.9756"
"2024-11-06","06 Nov 2024","4.9755"
"2024-11-07","07 Nov 2024","4.9759"
"2024-11-08","08 Nov 2024","4.9748"
"2024-11-11","11 Nov 2024","4.9749"
"2024-11-12","12 Nov 2024","4.9763"
"2024-11-13","13 Nov 2024","4.9764"
"2024-11-14","14 Nov 2024","4.9764"
"2024-11-15","15 Nov 2024","4.9768"
"2024-11-18","18 Nov 2024","4.9765"
