"DATE","TIME PERIOD","Euro/Romanian leu (EXR.D.RON.EUR.SP00.A)"
"2005-09-13","13 Sep 2005","3.4905"
"2005-09-14","14 Sep 2005","3.4922"
"2005-09-15","15 Sep 2005","3.4807"
"2005-09-16","16 Sep 2005","3.4754"
"2005-09-19","19 Sep 2005","3.4794"
"2005-09-20","20 Sep 2005","3.4852"
"2005-09-21","21 Sep 2005","3.4873"
"2005-09-22","22 Sep 2005","3.5502"
"2005-09-23","23 Sep 2005","3.5549"
"2005-09-26","26 Sep 2005","3.5460"
"2005-09-27","27 Sep 2005","3.5323"
"2005-09-28","28 Sep 2005","3.5446"
"2005-09-29","29 Sep 2005","3.5527"
"2005-09-30","30 Sep 2005","3.5603"
"2005-10-03","03 Oct 2005","3.5522"
"2005-10-04","04 Oct 2005","3.5490"
"2005-10-05","05 Oct 2005","3.5594"
"2005-10-06","06 Oct 2005","3.5752"
"2005-10-07","07 Oct 2005","3.6008"
"2005-10-10","10 Oct 2005","3.6000"
"2005-10-11","11 Oct 2005","3.5872"
"2005-10-12","12 Oct 2005","3.5880"
"2005-10-13","13 Oct 2005","3.6123"
"2005-10-14","14 Oct 2005","3.6139"
"2005-10-17","17 Oct 2005","3.6092"
"2005-10-18","18 Oct 2005","3.5952"
"2005-10-19","19 Oct 2005","3.6062"
"2005-10-20","20 Oct 2005","3.6075"
"2005-10-21","21 Oct 2005","3.6067"
"2005-10-24","24 Oct 2005","3.5977"
"2005-10-25","25 Oct 2005","3.6094"
"2005-10-26","26 Oct 2005","3.6098"
"2005-10-27","27 Oct 2005","3.6175"
"2005-10-28","28 Oct 2005","3.6452"
"2005-10-31","31 Oct 2005","3.6512"
"2005-11-01","01 Nov 2005","3.6643"
"2005-11-02","02 Nov 2005","3.6559"
"2005-11-03","03 Nov 2005","3.6586"
"2005-11-04","04 Nov 2005","3.6623"
"2005-11-07","07 Nov 2005","3.6857"
"2005-11-08","08 Nov 2005","3.6768"
"2005-11-09","09 Nov 2005","3.6660"
"2005-11-10","10 Nov 2005","3.6290"
"2005-11-11","11 Nov 2005","3.6254"
"2005-11-14","14 Nov 2005","3.6389"
"2005-11-15","15 Nov 2005","3.6379"
"2005-11-16","16 Nov 2005","3.6387"
"2005-11-17","17 Nov 2005","3.6357"
"2005-11-18","18 Nov 2005","3.6452"
"2005-11-21","21 Nov 2005","3.6551"
"2005-11-22","22 Nov 2005","3.6642"
"2005-11-23","23 Nov 2005","3.6649"
"2005-11-24","24 Nov 2005","3.6618"
"2005-11-25","25 Nov 2005","3.6653"
"2005-11-28","28 Nov 2005","3.6547"
"2005-11-29","29 Nov 2005","3.6476"
"2005-11-30","30 Nov 2005","3.6598"
"2005-12-01","01 Dec 2005","3.6603"
"2005-12-02","02 Dec 2005","3.6624"
"2005-12-05","05 Dec 2005","3.6515"
"2005-12-06","06 Dec 2005","3.6560"
"2005-12-07","07 Dec 2005","3.6536"
"2005-12-08","08 Dec 2005","3.6480"
"2005-12-09","09 Dec 2005","3.6344"
"2005-12-12","12 Dec 2005","3.6438"
"2005-12-13","13 Dec 2005","3.6426"
"2005-12-14","14 Dec 2005","3.6524"
"2005-12-15","15 Dec 2005","3.6442"
"2005-12-16","16 Dec 2005","3.6569"
"2005-12-19","19 Dec 2005","3.6595"
"2005-12-20","20 Dec 2005","3.6566"
"2005-12-21","21 Dec 2005","3.6619"
"2005-12-22","22 Dec 2005","3.6599"
"2005-12-23","23 Dec 2005","3.6607"
"2005-12-27","27 Dec 2005","3.6616"
"2005-12-28","28 Dec 2005","3.6982"
"2005-12-29","29 Dec 2005","3.6915"
"2005-12-30","30 Dec 2005","3.6802"
"2006-01-02","02 Jan 2006","3.6825"
"2006-01-03","03 Jan 2006","3.6717"
"2006-01-04","04 Jan 2006","3.6757"
"2006-01-05","05 Jan 2006","3.6831"
"2006-01-06","06 Jan 2006","3.6843"
"2006-01-09","09 Jan 2006","3.6645"
"2006-01-10","10 Jan 2006","3.6485"
"2006-01-11","11 Jan 2006","3.6285"
"2006-01-12","12 Jan 2006","3.6398"
"2006-01-13","13 Jan 2006","3.6308"
"2006-01-16","16 Jan 2006","3.6352"
"2006-01-17","17 Jan 2006","3.6467"
"2006-01-18","18 Jan 2006","3.6480"
"2006-01-19","19 Jan 2006","3.6417"
"2006-01-20","20 Jan 2006","3.6442"
"2006-01-23","23 Jan 2006","3.6339"
"2006-01-24","24 Jan 2006","3.6269"
"2006-01-25","25 Jan 2006","3.6332"
"2006-01-26","26 Jan 2006","3.6210"
"2006-01-27","27 Jan 2006","3.6216"
"2006-01-30","30 Jan 2006","3.6101"
"2006-01-31","31 Jan 2006","3.6160"
"2006-02-01","01 Feb 2006","3.6138"
"2006-02-02","02 Feb 2006","3.6055"
"2006-02-03","03 Feb 2006","3.6072"
"2006-02-06","06 Feb 2006","3.5982"
"2006-02-07","07 Feb 2006","3.5868"
"2006-02-08","08 Feb 2006","3.5820"
"2006-02-09","09 Feb 2006","3.5502"
"2006-02-10","10 Feb 2006","3.5403"
"2006-02-13","13 Feb 2006","3.5255"
"2006-02-14","14 Feb 2006","3.5303"
"2006-02-15","15 Feb 2006","3.5291"
"2006-02-16","16 Feb 2006","3.5200"
"2006-02-17","17 Feb 2006","3.5076"
"2006-02-20","20 Feb 2006","3.5030"
"2006-02-21","21 Feb 2006","3.4969"
"2006-02-22","22 Feb 2006","3.4975"
"2006-02-23","23 Feb 2006","3.5065"
"2006-02-24","24 Feb 2006","3.5053"
"2006-02-27","27 Feb 2006","3.4995"
"2006-02-28","28 Feb 2006","3.4802"
"2006-03-01","01 Mar 2006","3.4753"
"2006-03-02","02 Mar 2006","3.4782"
"2006-03-03","03 Mar 2006","3.4790"
"2006-03-06","06 Mar 2006","3.4813"
"2006-03-07","07 Mar 2006","3.4909"
"2006-03-08","08 Mar 2006","3.4945"
"2006-03-09","09 Mar 2006","3.4939"
"2006-03-10","10 Mar 2006","3.5040"
"2006-03-13","13 Mar 2006","3.5100"
"2006-03-14","14 Mar 2006","3.5449"
"2006-03-15","15 Mar 2006","3.5178"
"2006-03-16","16 Mar 2006","3.5210"
"2006-03-17","17 Mar 2006","3.5050"
"2006-03-20","20 Mar 2006","3.5075"
"2006-03-21","21 Mar 2006","3.5147"
"2006-03-22","22 Mar 2006","3.5325"
"2006-03-23","23 Mar 2006","3.5076"
"2006-03-24","24 Mar 2006","3.5107"
"2006-03-27","27 Mar 2006","3.5112"
"2006-03-28","28 Mar 2006","3.5251"
"2006-03-29","29 Mar 2006","3.5259"
"2006-03-30","30 Mar 2006","3.5201"
"2006-03-31","31 Mar 2006","3.5198"
"2006-04-03","03 Apr 2006","3.5158"
"2006-04-04","04 Apr 2006","3.5182"
"2006-04-05","05 Apr 2006","3.5172"
"2006-04-06","06 Apr 2006","3.5162"
"2006-04-07","07 Apr 2006","3.5090"
"2006-04-10","10 Apr 2006","3.5006"
"2006-04-11","11 Apr 2006","3.4912"
"2006-04-12","12 Apr 2006","3.4896"
"2006-04-13","13 Apr 2006","3.4904"
"2006-04-18","18 Apr 2006","3.4876"
"2006-04-19","19 Apr 2006","3.4802"
"2006-04-20","20 Apr 2006","3.4814"
"2006-04-21","21 Apr 2006","3.4609"
"2006-04-24","24 Apr 2006","3.4651"
"2006-04-25","25 Apr 2006","3.4570"
"2006-04-26","26 Apr 2006","3.4747"
"2006-04-27","27 Apr 2006","3.4750"
"2006-04-28","28 Apr 2006","3.4750"
"2006-05-02","02 May 2006","3.4799"
"2006-05-03","03 May 2006","3.4641"
"2006-05-04","04 May 2006","3.4661"
"2006-05-05","05 May 2006","3.4689"
"2006-05-08","08 May 2006","3.4609"
"2006-05-09","09 May 2006","3.4662"
"2006-05-10","10 May 2006","3.4664"
"2006-05-11","11 May 2006","3.4642"
"2006-05-12","12 May 2006","3.4844"
"2006-05-15","15 May 2006","3.5436"
"2006-05-16","16 May 2006","3.5209"
"2006-05-17","17 May 2006","3.5078"
"2006-05-18","18 May 2006","3.5330"
"2006-05-19","19 May 2006","3.5215"
"2006-05-22","22 May 2006","3.5560"
"2006-05-23","23 May 2006","3.5458"
"2006-05-24","24 May 2006","3.5565"
"2006-05-25","25 May 2006","3.5408"
"2006-05-26","26 May 2006","3.5250"
"2006-05-29","29 May 2006","3.5175"
"2006-05-30","30 May 2006","3.5280"
"2006-05-31","31 May 2006","3.5400"
"2006-06-01","01 Jun 2006","3.5293"
"2006-06-02","02 Jun 2006","3.5193"
"2006-06-05","05 Jun 2006","3.5284"
"2006-06-06","06 Jun 2006","3.5180"
"2006-06-07","07 Jun 2006","3.5145"
"2006-06-08","08 Jun 2006","3.5235"
"2006-06-09","09 Jun 2006","3.5159"
"2006-06-12","12 Jun 2006","3.5277"
"2006-06-13","13 Jun 2006","3.5379"
"2006-06-14","14 Jun 2006","3.5242"
"2006-06-15","15 Jun 2006","3.5242"
"2006-06-16","16 Jun 2006","3.5249"
"2006-06-19","19 Jun 2006","3.5248"
"2006-06-20","20 Jun 2006","3.5250"
"2006-06-21","21 Jun 2006","3.5855"
"2006-06-22","22 Jun 2006","3.5923"
"2006-06-23","23 Jun 2006","3.6115"
"2006-06-26","26 Jun 2006","3.6335"
"2006-06-27","27 Jun 2006","3.5972"
"2006-06-28","28 Jun 2006","3.5884"
"2006-06-29","29 Jun 2006","3.5863"
"2006-06-30","30 Jun 2006","3.5703"
"2006-07-03","03 Jul 2006","3.5599"
"2006-07-04","04 Jul 2006","3.5586"
"2006-07-05","05 Jul 2006","3.5780"
"2006-07-06","06 Jul 2006","3.5956"
"2006-07-07","07 Jul 2006","3.5836"
"2006-07-10","10 Jul 2006","3.5880"
"2006-07-11","11 Jul 2006","3.5640"
"2006-07-12","12 Jul 2006","3.5743"
"2006-07-13","13 Jul 2006","3.5878"
"2006-07-14","14 Jul 2006","3.5933"
"2006-07-17","17 Jul 2006","3.5991"
"2006-07-18","18 Jul 2006","3.5857"
"2006-07-19","19 Jul 2006","3.5904"
"2006-07-20","20 Jul 2006","3.5628"
"2006-07-21","21 Jul 2006","3.5774"
"2006-07-24","24 Jul 2006","3.5640"
"2006-07-25","25 Jul 2006","3.5445"
"2006-07-26","26 Jul 2006","3.5455"
"2006-07-27","27 Jul 2006","3.5520"
"2006-07-28","28 Jul 2006","3.5520"
"2006-07-31","31 Jul 2006","3.5447"
"2006-08-01","01 Aug 2006","3.5481"
"2006-08-02","02 Aug 2006","3.5386"
"2006-08-03","03 Aug 2006","3.5338"
"2006-08-04","04 Aug 2006","3.5284"
"2006-08-07","07 Aug 2006","3.5144"
"2006-08-08","08 Aug 2006","3.5225"
"2006-08-09","09 Aug 2006","3.5138"
"2006-08-10","10 Aug 2006","3.5149"
"2006-08-11","11 Aug 2006","3.5155"
"2006-08-14","14 Aug 2006","3.5354"
"2006-08-15","15 Aug 2006","3.5288"
"2006-08-16","16 Aug 2006","3.5254"
"2006-08-17","17 Aug 2006","3.5204"
"2006-08-18","18 Aug 2006","3.5267"
"2006-08-21","21 Aug 2006","3.5258"
"2006-08-22","22 Aug 2006","3.5290"
"2006-08-23","23 Aug 2006","3.5294"
"2006-08-24","24 Aug 2006","3.5322"
"2006-08-25","25 Aug 2006","3.5253"
"2006-08-28","28 Aug 2006","3.5224"
"2006-08-29","29 Aug 2006","3.5292"
"2006-08-30","30 Aug 2006","3.5328"
"2006-08-31","31 Aug 2006","3.5297"
"2006-09-01","01 Sep 2006","3.5258"
"2006-09-04","04 Sep 2006","3.5270"
"2006-09-05","05 Sep 2006","3.5249"
"2006-09-06","06 Sep 2006","3.5194"
"2006-09-07","07 Sep 2006","3.5279"
"2006-09-08","08 Sep 2006","3.5220"
"2006-09-11","11 Sep 2006","3.5170"
"2006-09-12","12 Sep 2006","3.5171"
"2006-09-13","13 Sep 2006","3.5024"
"2006-09-14","14 Sep 2006","3.5028"
"2006-09-15","15 Sep 2006","3.5062"
"2006-09-18","18 Sep 2006","3.5272"
"2006-09-19","19 Sep 2006","3.5308"
"2006-09-20","20 Sep 2006","3.5317"
"2006-09-21","21 Sep 2006","3.5305"
"2006-09-22","22 Sep 2006","3.5636"
"2006-09-25","25 Sep 2006","3.5459"
"2006-09-26","26 Sep 2006","3.5422"
"2006-09-27","27 Sep 2006","3.5350"
"2006-09-28","28 Sep 2006","3.5401"
"2006-09-29","29 Sep 2006","3.5362"
"2006-10-02","02 Oct 2006","3.5356"
"2006-10-03","03 Oct 2006","3.5323"
"2006-10-04","04 Oct 2006","3.5368"
"2006-10-05","05 Oct 2006","3.5304"
"2006-10-06","06 Oct 2006","3.5164"
"2006-10-09","09 Oct 2006","3.5074"
"2006-10-10","10 Oct 2006","3.5072"
"2006-10-11","11 Oct 2006","3.5055"
"2006-10-12","12 Oct 2006","3.5085"
"2006-10-13","13 Oct 2006","3.5070"
"2006-10-16","16 Oct 2006","3.5011"
"2006-10-17","17 Oct 2006","3.5125"
"2006-10-18","18 Oct 2006","3.5213"
"2006-10-19","19 Oct 2006","3.5171"
"2006-10-20","20 Oct 2006","3.5135"
"2006-10-23","23 Oct 2006","3.5363"
"2006-10-24","24 Oct 2006","3.5370"
"2006-10-25","25 Oct 2006","3.5179"
"2006-10-26","26 Oct 2006","3.5137"
"2006-10-27","27 Oct 2006","3.5205"
"2006-10-30","30 Oct 2006","3.5216"
"2006-10-31","31 Oct 2006","3.5202"
"2006-11-01","01 Nov 2006","3.5125"
"2006-11-02","02 Nov 2006","3.5155"
"2006-11-03","03 Nov 2006","3.5225"
"2006-11-06","06 Nov 2006","3.5158"
"2006-11-07","07 Nov 2006","3.5100"
"2006-11-08","08 Nov 2006","3.5066"
"2006-11-09","09 Nov 2006","3.5055"
"2006-11-10","10 Nov 2006","3.5110"
"2006-11-13","13 Nov 2006","3.5098"
"2006-11-14","14 Nov 2006","3.5045"
"2006-11-15","15 Nov 2006","3.4988"
"2006-11-16","16 Nov 2006","3.4921"
"2006-11-17","17 Nov 2006","3.4902"
"2006-11-20","20 Nov 2006","3.4968"
"2006-11-21","21 Nov 2006","3.4898"
"2006-11-22","22 Nov 2006","3.4983"
"2006-11-23","23 Nov 2006","3.4874"
"2006-11-24","24 Nov 2006","3.4901"
"2006-11-27","27 Nov 2006","3.4776"
"2006-11-28","28 Nov 2006","3.4695"
"2006-11-29","29 Nov 2006","3.4610"
"2006-11-30","30 Nov 2006","3.4349"
"2006-12-01","01 Dec 2006","3.4275"
"2006-12-04","04 Dec 2006","3.4383"
"2006-12-05","05 Dec 2006","3.4415"
"2006-12-06","06 Dec 2006","3.4368"
"2006-12-07","07 Dec 2006","3.4270"
"2006-12-08","08 Dec 2006","3.4294"
"2006-12-11","11 Dec 2006","3.4338"
"2006-12-12","12 Dec 2006","3.4294"
"2006-12-13","13 Dec 2006","3.4247"
"2006-12-14","14 Dec 2006","3.4293"
"2006-12-15","15 Dec 2006","3.4264"
"2006-12-18","18 Dec 2006","3.4185"
"2006-12-19","19 Dec 2006","3.4169"
"2006-12-20","20 Dec 2006","3.4029"
"2006-12-21","21 Dec 2006","3.3759"
"2006-12-22","22 Dec 2006","3.3510"
"2006-12-27","27 Dec 2006","3.3695"
"2006-12-28","28 Dec 2006","3.3980"
"2006-12-29","29 Dec 2006","3.3835"
"2007-01-02","02 Jan 2007","3.3829"
"2007-01-03","03 Jan 2007","3.3583"
"2007-01-04","04 Jan 2007","3.3733"
"2007-01-05","05 Jan 2007","3.3877"
"2007-01-08","08 Jan 2007","3.3872"
"2007-01-09","09 Jan 2007","3.3836"
"2007-01-10","10 Jan 2007","3.4107"
"2007-01-11","11 Jan 2007","3.4119"
"2007-01-12","12 Jan 2007","3.4069"
"2007-01-15","15 Jan 2007","3.3916"
"2007-01-16","16 Jan 2007","3.3844"
"2007-01-17","17 Jan 2007","3.3984"
"2007-01-18","18 Jan 2007","3.3894"
"2007-01-19","19 Jan 2007","3.3813"
"2007-01-22","22 Jan 2007","3.3793"
"2007-01-23","23 Jan 2007","3.3874"
"2007-01-24","24 Jan 2007","3.3916"
"2007-01-25","25 Jan 2007","3.3926"
"2007-01-26","26 Jan 2007","3.4110"
"2007-01-29","29 Jan 2007","3.4045"
"2007-01-30","30 Jan 2007","3.4090"
"2007-01-31","31 Jan 2007","3.4049"
"2007-02-01","01 Feb 2007","3.3967"
"2007-02-02","02 Feb 2007","3.3850"
"2007-02-05","05 Feb 2007","3.3850"
"2007-02-06","06 Feb 2007","3.3678"
"2007-02-07","07 Feb 2007","3.3697"
"2007-02-08","08 Feb 2007","3.3742"
"2007-02-09","09 Feb 2007","3.3800"
"2007-02-12","12 Feb 2007","3.3961"
"2007-02-13","13 Feb 2007","3.3920"
"2007-02-14","14 Feb 2007","3.3866"
"2007-02-15","15 Feb 2007","3.3790"
"2007-02-16","16 Feb 2007","3.3755"
"2007-02-19","19 Feb 2007","3.3740"
"2007-02-20","20 Feb 2007","3.3816"
"2007-02-21","21 Feb 2007","3.3815"
"2007-02-22","22 Feb 2007","3.3815"
"2007-02-23","23 Feb 2007","3.3764"
"2007-02-26","26 Feb 2007","3.3786"
"2007-02-27","27 Feb 2007","3.3882"
"2007-02-28","28 Feb 2007","3.3975"
"2007-03-01","01 Mar 2007","3.3919"
"2007-03-02","02 Mar 2007","3.3924"
"2007-03-05","05 Mar 2007","3.4000"
"2007-03-06","06 Mar 2007","3.3855"
"2007-03-07","07 Mar 2007","3.3864"
"2007-03-08","08 Mar 2007","3.3770"
"2007-03-09","09 Mar 2007","3.3799"
"2007-03-12","12 Mar 2007","3.3710"
"2007-03-13","13 Mar 2007","3.3750"
"2007-03-14","14 Mar 2007","3.3791"
"2007-03-15","15 Mar 2007","3.3685"
"2007-03-16","16 Mar 2007","3.3644"
"2007-03-19","19 Mar 2007","3.3355"
"2007-03-20","20 Mar 2007","3.3380"
"2007-03-21","21 Mar 2007","3.3543"
"2007-03-22","22 Mar 2007","3.3524"
"2007-03-23","23 Mar 2007","3.3630"
"2007-03-26","26 Mar 2007","3.3604"
"2007-03-27","27 Mar 2007","3.3618"
"2007-03-28","28 Mar 2007","3.3665"
"2007-03-29","29 Mar 2007","3.3640"
"2007-03-30","30 Mar 2007","3.3547"
"2007-04-02","02 Apr 2007","3.3477"
"2007-04-03","03 Apr 2007","3.3400"
"2007-04-04","04 Apr 2007","3.3345"
"2007-04-05","05 Apr 2007","3.3345"
"2007-04-10","10 Apr 2007","3.3400"
"2007-04-11","11 Apr 2007","3.3380"
"2007-04-12","12 Apr 2007","3.3405"
"2007-04-13","13 Apr 2007","3.3452"
"2007-04-16","16 Apr 2007","3.3320"
"2007-04-17","17 Apr 2007","3.3321"
"2007-04-18","18 Apr 2007","3.3305"
"2007-04-19","19 Apr 2007","3.3370"
"2007-04-20","20 Apr 2007","3.3362"
"2007-04-23","23 Apr 2007","3.3382"
"2007-04-24","24 Apr 2007","3.3350"
"2007-04-25","25 Apr 2007","3.3315"
"2007-04-26","26 Apr 2007","3.3074"
"2007-04-27","27 Apr 2007","3.3122"
"2007-04-30","30 Apr 2007","3.3293"
"2007-05-02","02 May 2007","3.3266"
"2007-05-03","03 May 2007","3.3085"
"2007-05-04","04 May 2007","3.3175"
"2007-05-07","07 May 2007","3.3120"
"2007-05-08","08 May 2007","3.3053"
"2007-05-09","09 May 2007","3.2885"
"2007-05-10","10 May 2007","3.2844"
"2007-05-11","11 May 2007","3.2835"
"2007-05-14","14 May 2007","3.2760"
"2007-05-15","15 May 2007","3.2830"
"2007-05-16","16 May 2007","3.2776"
"2007-05-17","17 May 2007","3.2736"
"2007-05-18","18 May 2007","3.2709"
"2007-05-21","21 May 2007","3.2573"
"2007-05-22","22 May 2007","3.2735"
"2007-05-23","23 May 2007","3.2733"
"2007-05-24","24 May 2007","3.2725"
"2007-05-25","25 May 2007","3.2724"
"2007-05-28","28 May 2007","3.2697"
"2007-05-29","29 May 2007","3.2700"
"2007-05-30","30 May 2007","3.2719"
"2007-05-31","31 May 2007","3.2716"
"2007-06-01","01 Jun 2007","3.2646"
"2007-06-04","04 Jun 2007","3.2595"
"2007-06-05","05 Jun 2007","3.2580"
"2007-06-06","06 Jun 2007","3.2668"
"2007-06-07","07 Jun 2007","3.2679"
"2007-06-08","08 Jun 2007","3.2841"
"2007-06-11","11 Jun 2007","3.2676"
"2007-06-12","12 Jun 2007","3.2604"
"2007-06-13","13 Jun 2007","3.2617"
"2007-06-14","14 Jun 2007","3.2480"
"2007-06-15","15 Jun 2007","3.2366"
"2007-06-18","18 Jun 2007","3.2140"
"2007-06-19","19 Jun 2007","3.2190"
"2007-06-20","20 Jun 2007","3.2051"
"2007-06-21","21 Jun 2007","3.2036"
"2007-06-22","22 Jun 2007","3.1662"
"2007-06-25","25 Jun 2007","3.1799"
"2007-06-26","26 Jun 2007","3.1764"
"2007-06-27","27 Jun 2007","3.1695"
"2007-06-28","28 Jun 2007","3.1666"
"2007-06-29","29 Jun 2007","3.1340"
"2007-07-02","02 Jul 2007","3.1130"
"2007-07-03","03 Jul 2007","3.1254"
"2007-07-04","04 Jul 2007","3.1348"
"2007-07-05","05 Jul 2007","3.1289"
"2007-07-06","06 Jul 2007","3.1188"
"2007-07-09","09 Jul 2007","3.1250"
"2007-07-10","10 Jul 2007","3.1400"
"2007-07-11","11 Jul 2007","3.1352"
"2007-07-12","12 Jul 2007","3.1380"
"2007-07-13","13 Jul 2007","3.1340"
"2007-07-16","16 Jul 2007","3.1275"
"2007-07-17","17 Jul 2007","3.1279"
"2007-07-18","18 Jul 2007","3.1281"
"2007-07-19","19 Jul 2007","3.1275"
"2007-07-20","20 Jul 2007","3.1365"
"2007-07-23","23 Jul 2007","3.1279"
"2007-07-24","24 Jul 2007","3.1198"
"2007-07-25","25 Jul 2007","3.1283"
"2007-07-26","26 Jul 2007","3.1436"
"2007-07-27","27 Jul 2007","3.1699"
"2007-07-30","30 Jul 2007","3.1702"
"2007-07-31","31 Jul 2007","3.1590"
"2007-08-01","01 Aug 2007","3.1732"
"2007-08-02","02 Aug 2007","3.1745"
"2007-08-03","03 Aug 2007","3.1653"
"2007-08-06","06 Aug 2007","3.1768"
"2007-08-07","07 Aug 2007","3.1748"
"2007-08-08","08 Aug 2007","3.1674"
"2007-08-09","09 Aug 2007","3.1739"
"2007-08-10","10 Aug 2007","3.2133"
"2007-08-13","13 Aug 2007","3.1984"
"2007-08-14","14 Aug 2007","3.2021"
"2007-08-15","15 Aug 2007","3.2316"
"2007-08-16","16 Aug 2007","3.2575"
"2007-08-17","17 Aug 2007","3.2769"
"2007-08-20","20 Aug 2007","3.2588"
"2007-08-21","21 Aug 2007","3.2727"
"2007-08-22","22 Aug 2007","3.2655"
"2007-08-23","23 Aug 2007","3.2509"
"2007-08-24","24 Aug 2007","3.2600"
"2007-08-27","27 Aug 2007","3.2404"
"2007-08-28","28 Aug 2007","3.2475"
"2007-08-29","29 Aug 2007","3.2550"
"2007-08-30","30 Aug 2007","3.2616"
"2007-08-31","31 Aug 2007","3.2666"
"2007-09-03","03 Sep 2007","3.2683"
"2007-09-04","04 Sep 2007","3.3042"
"2007-09-05","05 Sep 2007","3.3248"
"2007-09-06","06 Sep 2007","3.3235"
"2007-09-07","07 Sep 2007","3.3032"
"2007-09-10","10 Sep 2007","3.3130"
"2007-09-11","11 Sep 2007","3.3163"
"2007-09-12","12 Sep 2007","3.3151"
"2007-09-13","13 Sep 2007","3.3265"
"2007-09-14","14 Sep 2007","3.3651"
"2007-09-17","17 Sep 2007","3.3895"
"2007-09-18","18 Sep 2007","3.3800"
"2007-09-19","19 Sep 2007","3.3722"
"2007-09-20","20 Sep 2007","3.3824"
"2007-09-21","21 Sep 2007","3.3993"
"2007-09-24","24 Sep 2007","3.3878"
"2007-09-25","25 Sep 2007","3.3923"
"2007-09-26","26 Sep 2007","3.3801"
"2007-09-27","27 Sep 2007","3.3751"
"2007-09-28","28 Sep 2007","3.3441"
"2007-10-01","01 Oct 2007","3.3565"
"2007-10-02","02 Oct 2007","3.3574"
"2007-10-03","03 Oct 2007","3.3723"
"2007-10-04","04 Oct 2007","3.3760"
"2007-10-05","05 Oct 2007","3.3590"
"2007-10-08","08 Oct 2007","3.3473"
"2007-10-09","09 Oct 2007","3.3538"
"2007-10-10","10 Oct 2007","3.3270"
"2007-10-11","11 Oct 2007","3.3305"
"2007-10-12","12 Oct 2007","3.3411"
"2007-10-15","15 Oct 2007","3.3381"
"2007-10-16","16 Oct 2007","3.3513"
"2007-10-17","17 Oct 2007","3.3437"
"2007-10-18","18 Oct 2007","3.3635"
"2007-10-19","19 Oct 2007","3.3614"
"2007-10-22","22 Oct 2007","3.3980"
"2007-10-23","23 Oct 2007","3.3698"
"2007-10-24","24 Oct 2007","3.3674"
"2007-10-25","25 Oct 2007","3.3465"
"2007-10-26","26 Oct 2007","3.3541"
"2007-10-29","29 Oct 2007","3.3406"
"2007-10-30","30 Oct 2007","3.3437"
"2007-10-31","31 Oct 2007","3.3360"
"2007-11-01","01 Nov 2007","3.3312"
"2007-11-02","02 Nov 2007","3.3410"
"2007-11-05","05 Nov 2007","3.3686"
"2007-11-06","06 Nov 2007","3.3760"
"2007-11-07","07 Nov 2007","3.4001"
"2007-11-08","08 Nov 2007","3.4030"
"2007-11-09","09 Nov 2007","3.4122"
"2007-11-12","12 Nov 2007","3.4451"
"2007-11-13","13 Nov 2007","3.4430"
"2007-11-14","14 Nov 2007","3.4571"
"2007-11-15","15 Nov 2007","3.4580"
"2007-11-16","16 Nov 2007","3.4850"
"2007-11-19","19 Nov 2007","3.4825"
"2007-11-20","20 Nov 2007","3.4980"
"2007-11-21","21 Nov 2007","3.5421"
"2007-11-22","22 Nov 2007","3.6405"
"2007-11-23","23 Nov 2007","3.5977"
"2007-11-26","26 Nov 2007","3.5852"
"2007-11-27","27 Nov 2007","3.5997"
"2007-11-28","28 Nov 2007","3.5445"
"2007-11-29","29 Nov 2007","3.5290"
"2007-11-30","30 Nov 2007","3.4861"
"2007-12-03","03 Dec 2007","3.5106"
"2007-12-04","04 Dec 2007","3.5569"
"2007-12-05","05 Dec 2007","3.5474"
"2007-12-06","06 Dec 2007","3.5207"
"2007-12-07","07 Dec 2007","3.5115"
"2007-12-10","10 Dec 2007","3.5175"
"2007-12-11","11 Dec 2007","3.5196"
"2007-12-12","12 Dec 2007","3.5240"
"2007-12-13","13 Dec 2007","3.5260"
"2007-12-14","14 Dec 2007","3.5503"
"2007-12-17","17 Dec 2007","3.5549"
"2007-12-18","18 Dec 2007","3.5397"
"2007-12-19","19 Dec 2007","3.5355"
"2007-12-20","20 Dec 2007","3.5190"
"2007-12-21","21 Dec 2007","3.4965"
"2007-12-24","24 Dec 2007","3.4815"
"2007-12-27","27 Dec 2007","3.5388"
"2007-12-28","28 Dec 2007","3.6083"
"2007-12-31","31 Dec 2007","3.6077"
"2008-01-02","02 Jan 2008","3.5830"
"2008-01-03","03 Jan 2008","3.6060"
"2008-01-04","04 Jan 2008","3.5775"
"2008-01-07","07 Jan 2008","3.5955"
"2008-01-08","08 Jan 2008","3.5914"
"2008-01-09","09 Jan 2008","3.6525"
"2008-01-10","10 Jan 2008","3.6800"
"2008-01-11","11 Jan 2008","3.6789"
"2008-01-14","14 Jan 2008","3.7144"
"2008-01-15","15 Jan 2008","3.7049"
"2008-01-16","16 Jan 2008","3.7155"
"2008-01-17","17 Jan 2008","3.6860"
"2008-01-18","18 Jan 2008","3.6749"
"2008-01-21","21 Jan 2008","3.7350"
"2008-01-22","22 Jan 2008","3.7813"
"2008-01-23","23 Jan 2008","3.7735"
"2008-01-24","24 Jan 2008","3.7576"
"2008-01-25","25 Jan 2008","3.8250"
"2008-01-28","28 Jan 2008","3.7655"
"2008-01-29","29 Jan 2008","3.7350"
"2008-01-30","30 Jan 2008","3.7105"
"2008-01-31","31 Jan 2008","3.7170"
